"cc","operator","quarter",price
"RW","Airtel (Bharti Airtel)","2016_Q1",17.59422043
"RW","Airtel (Bharti Airtel)","2016_Q2",5.37136258
"RW","Airtel (Bharti Airtel)","2016_Q3",18.24063832
"RW","Airtel (Bharti Airtel)","2016_Q4",3.727036795
"RW","Airtel (Bharti Airtel)","2017_Q1",3.056514962
"RW","Airtel (Bharti Airtel)","2017_Q2",3.037187322
"RW","Airtel (Bharti Airtel)","2017_Q3",3.047925582
"RW","Airtel (Bharti Airtel)","2017_Q4",2.996660522
"ST","CST","2015_Q3",9.184170164
"ST","CST","2015_Q4",9.00775117
"ST","CST","2016_Q1",9.054813312
"ST","CST","2016_Q2",9.352699657
"ST","CST","2016_Q3",9.193711501
"ST","CST","2016_Q4",8.843101276
"ST","CST","2017_Q1",8.732899509
"ST","CST","2017_Q2",9.212773141
"ST","CST","2017_Q3",9.61984767
"ST","CST","2017_Q4",9.647604833
"ST","Unitel","2016_Q2",9.352699657
"ST","Unitel","2016_Q3",9.193711501
"ST","Unitel","2016_Q4",8.843101276
"ST","Unitel","2017_Q1",8.732899509
"ST","Unitel","2017_Q2",9.212773141
"ST","Unitel","2017_Q3",9.61984767
"ST","Unitel","2017_Q4",9.647604833
"SN","Orange","2014_Q4",47.62167815
"SN","Orange","2015_Q1",32.59128132
"SN","Orange","2015_Q2",8.259169364
"SN","Orange","2015_Q3",8.306774259
"SN","Orange","2015_Q4",8.177379033
"SN","Orange","2016_Q1",8.241319284
"SN","Orange","2016_Q2",8.44341362
"SN","Orange","2016_Q3",8.334481451
"SN","Orange","2016_Q4",8.066069339
"SN","Orange","2017_Q1",7.968749492
"SN","Orange","2017_Q2",8.400192004
"SN","Orange","2017_Q3",8.329366968
"SN","Orange","2017_Q4",8.820115508
"SN","Tigo (Millicom)","2014_Q3",50.46579933
"SN","Tigo (Millicom)","2014_Q4",47.62167815
"SN","Tigo (Millicom)","2015_Q1",42.88326489
"SN","Tigo (Millicom)","2015_Q2",32.02535059
"SN","Tigo (Millicom)","2015_Q3",8.476300264
"SN","Tigo (Millicom)","2015_Q4",8.34426432
"SN","Tigo (Millicom)","2016_Q1",8.409509473
"SN","Tigo (Millicom)","2016_Q2",8.615728184
"SN","Tigo (Millicom)","2016_Q3",8.504572909
"SN","Tigo (Millicom)","2016_Q4",8.230682999
"SN","Tigo (Millicom)","2017_Q1",6.505101626
"SN","Tigo (Millicom)","2017_Q2",6.857299595
"SN","Tigo (Millicom)","2017_Q3",6.799483239
"SN","Tigo (Millicom)","2017_Q4",7.056092407
"SN","Expresso (Sudatel)","2014_Q4",19.04867126
"SN","Expresso (Sudatel)","2015_Q1",17.15330596
"SN","Expresso (Sudatel)","2015_Q2",16.85544768
"SN","Expresso (Sudatel)","2015_Q3",16.95260053
"SN","Expresso (Sudatel)","2015_Q4",16.68852864
"SN","Expresso (Sudatel)","2016_Q1",16.81901895
"SN","Expresso (Sudatel)","2016_Q2",17.23145637
"SN","Expresso (Sudatel)","2016_Q3",17.00914582
"SN","Expresso (Sudatel)","2017_Q1",3.089923272
"SN","Expresso (Sudatel)","2017_Q2",3.257217308
"SN","Expresso (Sudatel)","2017_Q3",3.229754539
"SN","Expresso (Sudatel)","2017_Q4",4.057253134
"SN","Kirene Mobile (Orange)","2016_Q2",8.615728184
"SN","Kirene Mobile (Orange)","2016_Q3",8.504572909
"SN","Kirene Mobile (Orange)","2016_Q4",8.230682999
"SN","Kirene Mobile (Orange)","2017_Q1",8.131377032
"SN","Kirene Mobile (Orange)","2017_Q2",8.571624494
"SN","Kirene Mobile (Orange)","2017_Q3",8.499354049
"SN","Kirene Mobile (Orange)","2017_Q4",8.820115508
"SC","Cable & Wireless","2015_Q4",41.20561519
"SC","Cable & Wireless","2016_Q1",40.21663792
"SC","Cable & Wireless","2016_Q2",15.97944353
"SC","Cable & Wireless","2016_Q3",16.04153064
"SC","Cable & Wireless","2016_Q4",15.9375951
"SC","Cable & Wireless","2017_Q1",15.86289358
"SC","Cable & Wireless","2017_Q2",15.7312253
"SC","Cable & Wireless","2017_Q3",15.65696302
"SC","Cable & Wireless","2017_Q4",15.34309946
"SC","Airtel (Bharti Airtel)","2016_Q3",24.10260131
"SC","Airtel (Bharti Airtel)","2016_Q4",23.94643687
"SC","Airtel (Bharti Airtel)","2017_Q2",23.63636364
"SC","Airtel (Bharti Airtel)","2017_Q3",23.52478363
"SC","Airtel (Bharti Airtel)","2017_Q4",23.05319969
"SL","Orange (Airtel)","2014_Q4",23.80692468
"SL","Orange (Airtel)","2015_Q1",23.86495925
"SL","Orange (Airtel)","2015_Q2",24.00074929
"SL","Orange (Airtel)","2015_Q3",26.74438629
"SL","Orange (Airtel)","2015_Q4",25.18749324
"SL","Orange (Airtel)","2016_Q1",25.29340348
"SL","Orange (Airtel)","2016_Q2",27.97265673
"SL","Orange (Airtel)","2016_Q3",20.2994576
"SL","Orange (Airtel)","2016_Q4",20.01569087
"SL","Orange (Airtel)","2017_Q1",15.41277121
"SL","Orange (Airtel)","2017_Q2",15.00284652
"SL","Orange (Airtel)","2017_Q3",14.91114555
"SL","Orange (Airtel)","2017_Q4",7.888828525
"SL","Smart SL","2016_Q2",24.97558636
"SL","Smart SL","2016_Q3",18.04396231
"SL","Smart SL","2016_Q4",17.87115256
"SL","Smart SL","2017_Q1",13.76140287
"SL","Smart SL","2017_Q2",13.39539868
"SL","Smart SL","2017_Q3",13.31352281
"SL","Smart SL","2017_Q4",13.14804754
"ZA","CellC ","2014_Q2",14.05501264
"ZA","CellC ","2014_Q3",13.84745495
"ZA","CellC ","2014_Q4",12.84294543
"ZA","CellC ","2015_Q1",10.48306528
"ZA","CellC ","2015_Q2",10.48306528
"ZA","CellC ","2015_Q3",10.48306528
"ZA","CellC ","2015_Q4",10.48306528
"ZA","CellC ","2016_Q1",9.427754296
"ZA","CellC ","2016_Q2",9.936513017
"ZA","CellC ","2016_Q3",10.58900449
"ZA","CellC ","2016_Q4",10.71017826
"ZA","CellC ","2017_Q1",11.2776264
"ZA","CellC ","2017_Q2",11.5503876
"ZA","CellC ","2017_Q3",11.32218845
"ZA","CellC ","2017_Q4",10.93818822
"ZA","MTN","2014_Q2",14.05501264
"ZA","MTN","2014_Q3",13.84745495
"ZA","MTN","2014_Q4",12.84294543
"ZA","MTN","2015_Q1",10.48306528
"ZA","MTN","2015_Q2",10.48306528
"ZA","MTN","2015_Q3",11.25698285
"ZA","MTN","2015_Q4",11.25698285
"ZA","MTN","2016_Q1",9.491027815
"ZA","MTN","2016_Q2",10.00320102
"ZA","MTN","2016_Q3",11.37074308
"ZA","MTN","2016_Q4",11.50086256
"ZA","MTN","2017_Q1",12.11020285
"ZA","MTN","2017_Q2",12.40310078
"ZA","MTN","2017_Q3",12.15805471
"ZA","MTN","2017_Q4",11.74570548
"ZA","Vodacom","2014_Q2",14.05501264
"ZA","Vodacom","2014_Q3",13.84745495
"ZA","Vodacom","2014_Q4",12.84294543
"ZA","Vodacom","2015_Q1",10.48306528
"ZA","Vodacom","2015_Q2",10.48306528
"ZA","Vodacom","2015_Q3",10.48306528
"ZA","Vodacom","2015_Q4",10.48306528
"ZA","Vodacom","2016_Q1",9.427754296
"ZA","Vodacom","2016_Q2",9.936513017
"ZA","Vodacom","2016_Q3",10.58900449
"ZA","Vodacom","2016_Q4",10.71017826
"ZA","Vodacom","2017_Q1",11.2776264
"ZA","Vodacom","2017_Q2",11.5503876
"ZA","Vodacom","2017_Q3",11.32218845
"ZA","Vodacom","2017_Q4",10.93818822
"ZA","Telkom Mobile","2014_Q2",16.9792099
"ZA","Telkom Mobile","2014_Q3",16.72846907
"ZA","Telkom Mobile","2014_Q4",15.51496763
"ZA","Telkom Mobile","2015_Q1",8.372380993
"ZA","Telkom Mobile","2015_Q2",8.372380993
"ZA","Telkom Mobile","2015_Q3",6.965258137
"ZA","Telkom Mobile","2015_Q4",6.965258137
"ZA","Telkom Mobile","2016_Q1",6.264078358
"ZA","Telkom Mobile","2016_Q2",6.602112676
"ZA","Telkom Mobile","2016_Q3",7.03564728
"ZA","Telkom Mobile","2016_Q4",7.116158712
"ZA","Telkom Mobile","2017_Q1",7.493188011
"ZA","Telkom Mobile","2017_Q2",7.674418605
"ZA","Telkom Mobile","2017_Q3",7.522796353
"ZA","Telkom Mobile","2017_Q4",7.267655264
"ZA","Virgin Mobile","2014_Q3",9.107722047
"ZA","Virgin Mobile","2014_Q4",8.447037934
"ZA","Virgin Mobile","2015_Q1",11.25698285
"ZA","Virgin Mobile","2015_Q2",11.25698285
"ZA","Virgin Mobile","2015_Q3",11.25698285
"ZA","Virgin Mobile","2015_Q4",11.25698285
"ZA","Virgin Mobile","2016_Q1",11.07286578
"ZA","Virgin Mobile","2016_Q2",10.00320102
"ZA","Virgin Mobile","2016_Q3",10.66007164
"ZA","Virgin Mobile","2016_Q4",10.78205865
"ZA","Virgin Mobile","2017_Q1",11.35331517
"ZA","Virgin Mobile","2017_Q2",11.5503876
"ZA","Virgin Mobile","2017_Q3",15.19756839
"ZA","Virgin Mobile","2017_Q4",14.68213185
"SS","MTN","2015_Q4",6.094182825
"SS","MTN","2016_Q1",26.08614639
"SS","MTN","2016_Q2",13.67818951
"SS","MTN","2016_Q3",8.202833706
"SS","MTN","2016_Q4",10.42036998
"SS","MTN","2017_Q1",7.752998586
"SS","MTN","2017_Q2",7.275902212
"SS","MTN","2017_Q3",7.173843323
"SS","MTN","2017_Q4",6.525410717
"SD","MTN","2016_Q1",4.953633986
"SD","MTN","2016_Q2",4.954116623
"SD","MTN","2016_Q3",4.955802501
"SD","MTN","2016_Q4",4.718724686
"SD","MTN","2017_Q1",4.638218924
"SD","MTN","2017_Q2",4.518072289
"SD","MTN","2017_Q3",4.518072289
"SD","MTN","2017_Q4",4.486316734
"SD","Zain","2016_Q1",7.513011545
"SD","Zain","2016_Q2",7.513743545
"SD","Zain","2016_Q3",7.51630046
"SD","Zain","2016_Q4",7.15673244
"SD","Zain","2017_Q1",7.034632035
"SD","Zain","2017_Q2",8.993975904
"SD","Zain","2017_Q3",8.993975904
"SD","Zain","2017_Q4",8.930761178
"SD","Sudani (Sudatel)","2015_Q3",4.324612032
"SD","Sudani (Sudatel)","2015_Q4",10.86652288
"SD","Sudani (Sudatel)","2016_Q1",3.302422657
"SD","Sudani (Sudatel)","2016_Q2",3.302744415
"SD","Sudani (Sudatel)","2016_Q3",4.295028835
"SD","Sudani (Sudatel)","2016_Q4",4.089561395
"SD","Sudani (Sudatel)","2017_Q1",3.401360544
"SD","Sudani (Sudatel)","2017_Q2",3.313253012
"SD","Sudani (Sudatel)","2017_Q3",3.313253012
"SD","Sudani (Sudatel)","2017_Q4",3.289965605
"SZ","MTN","2015_Q3",30.78988795
"SZ","MTN","2015_Q4",28.07210098
"SZ","MTN","2016_Q1",25.24613399
"SZ","MTN","2016_Q2",26.60851472
"SZ","MTN","2016_Q3",28.35579055
"SZ","MTN","2016_Q4",28.68027602
"SZ","MTN","2017_Q1",30.19981835
"SZ","MTN","2017_Q2",30.93023256
"SZ","MTN","2017_Q3",30.31914894
"TZ","Airtel (Bharti Airtel)","2014_Q2",10.87866109
"TZ","Airtel (Bharti Airtel)","2014_Q3",10.78891153
"TZ","Airtel (Bharti Airtel)","2014_Q4",10.33292768
"TZ","Airtel (Bharti Airtel)","2015_Q1",5.641080605
"TZ","Airtel (Bharti Airtel)","2015_Q2",6.252782488
"TZ","Airtel (Bharti Airtel)","2015_Q3",5.984239906
"TZ","Airtel (Bharti Airtel)","2015_Q4",7.061282517
"TZ","Airtel (Bharti Airtel)","2016_Q1",7.002964588
"TZ","Airtel (Bharti Airtel)","2016_Q2",5.583343027
"TZ","Airtel (Bharti Airtel)","2016_Q3",6.995126728
"TZ","Airtel (Bharti Airtel)","2016_Q4",4.209620386
"TZ","Airtel (Bharti Airtel)","2017_Q1",4.125843735
"TZ","Airtel (Bharti Airtel)","2017_Q2",4.089663602
"TZ","Airtel (Bharti Airtel)","2017_Q3",4.071550718
"TZ","Airtel (Bharti Airtel)","2017_Q4",4.05062015
"TZ","Tigo (Millicom)","2014_Q3",9.207650944
"TZ","Tigo (Millicom)","2014_Q4",8.818497681
"TZ","Tigo (Millicom)","2015_Q1",5.640516497
"TZ","Tigo (Millicom)","2015_Q2",7.503338986
"TZ","Tigo (Millicom)","2015_Q3",7.181087887
"TZ","Tigo (Millicom)","2015_Q4",7.061282517
"TZ","Tigo (Millicom)","2016_Q1",7.002964588
"TZ","Tigo (Millicom)","2016_Q2",6.979178783
"TZ","Tigo (Millicom)","2016_Q3",6.995126728
"TZ","Tigo (Millicom)","2016_Q4",7.016033976
"TZ","Tigo (Millicom)","2017_Q1",2.292135408
"TZ","Tigo (Millicom)","2017_Q2",2.272035335
"TZ","Tigo (Millicom)","2017_Q3",2.261972621
"TZ","Tigo (Millicom)","2017_Q4",2.250344528
"TZ","Vodacom","2014_Q2",9.284246491
"TZ","Vodacom","2014_Q3",9.207650944
"TZ","Vodacom","2014_Q4",8.818497681
"TZ","Vodacom","2015_Q1",8.461620908
"TZ","Vodacom","2015_Q2",7.503338986
"TZ","Vodacom","2015_Q3",7.181087887
"TZ","Vodacom","2015_Q4",7.061282517
"TZ","Vodacom","2016_Q1",7.002964588
"TZ","Vodacom","2016_Q2",1.861114342
"TZ","Vodacom","2016_Q3",1.865367128
"TZ","Vodacom","2016_Q4",5.612827181
"TZ","Vodacom","2017_Q1",4.125843735
"TZ","Vodacom","2017_Q2",4.089663602
"TZ","Vodacom","2017_Q3",4.071550718
"TZ","Vodacom","2017_Q4",4.05062015
"TZ","Zantel","2014_Q2",6.18949766
"TZ","Zantel","2014_Q3",6.138433963
"TZ","Zantel","2014_Q4",5.878998454
"TZ","Zantel","2015_Q1",5.641080605
"TZ","Zantel","2015_Q2",5.002225991
"TZ","Zantel","2015_Q3",4.787391925
"TZ","Zantel","2015_Q4",4.707521678
"TZ","Zantel","2016_Q1",4.668643059
"TZ","Zantel","2016_Q2",4.652785856
"TZ","Zantel","2016_Q3",4.197076037
"TZ","Zantel","2016_Q4",4.209620386
"TZ","Zantel","2017_Q1",4.125843735
"TZ","Zantel","2017_Q2",4.089663602
"TZ","Zantel","2017_Q3",4.071550718
"TZ","Zantel","2017_Q4",4.05062015
"TZ","TTCL","2014_Q3",7.673042453
"TZ","TTCL","2014_Q4",7.348748067
"TZ","TTCL","2015_Q1",10.15394509
"TZ","TTCL","2015_Q2",22.51001696
"TZ","TTCL","2015_Q3",21.54326366
"TZ","TTCL","2015_Q4",21.18384755
"TZ","TTCL","2016_Q1",21.00889377
"TZ","TTCL","2016_Q2",0.697917878
"TZ","TTCL","2016_Q3",6.342248234
"TZ","TTCL","2016_Q4",2.338677992
"TZ","TTCL","2017_Q1",2.292135408
"TZ","TTCL","2017_Q2",2.272035335
"TZ","TTCL","2017_Q3",2.261972621
"TZ","TTCL","2017_Q4",2.250344528
"TZ","Smile","2016_Q1",7.002964588
"TZ","Smile","2016_Q2",6.979178783
"TZ","Smile","2016_Q3",6.995126728
"TZ","Smile","2016_Q4",7.016033976
"TZ","Smile","2017_Q1",6.876406225
"TZ","Smile","2017_Q2",6.816106004
"TZ","Smile","2017_Q3",6.785917863
"TZ","Smile","2017_Q4",2.250344528
"TZ","Smart","2015_Q2",5.001725768
"TZ","Smart","2015_Q3",4.786913185
"TZ","Smart","2015_Q4",4.707050926
"TZ","Smart","2016_Q1",4.668176195
"TZ","Smart","2016_Q2",9.305571711
"TZ","Smart","2016_Q3",9.326835638
"TZ","Smart","2016_Q4",6.548298378
"TZ","Smart","2017_Q1",6.417979143
"TZ","Halotel (Viettel)","2016_Q2",4.652320577
"TZ","Halotel (Viettel)","2016_Q3",4.662951477
"TZ","Halotel (Viettel)","2016_Q4",4.676888249
"TZ","Halotel (Viettel)","2017_Q1",4.58381239
"TZ","Halotel (Viettel)","2017_Q2",4.543616262
"TZ","Halotel (Viettel)","2017_Q3",4.523492848
"TZ","Halotel (Viettel)","2017_Q4",4.500238987
"TG","Moov (Maroc Telecom)","2015_Q3",16.95260053
"TG","Moov (Maroc Telecom)","2015_Q4",16.68852864
"TG","Moov (Maroc Telecom)","2016_Q1",16.81901895
"TG","Moov (Maroc Telecom)","2016_Q2",17.23145637
"TG","Moov (Maroc Telecom)","2016_Q3",17.00914582
"TG","Moov (Maroc Telecom)","2016_Q4",16.461366
"TG","Moov (Maroc Telecom)","2017_Q1",7.318239329
"TG","Moov (Maroc Telecom)","2017_Q2",7.714462045
"TG","Moov (Maroc Telecom)","2017_Q3",7.649418644
"TG","Moov (Maroc Telecom)","2017_Q4",8.080648463
"TG","Togocel (Togo Telecom)","2015_Q3",8.476300264
"TG","Togocel (Togo Telecom)","2015_Q4",8.34426432
"TG","Togocel (Togo Telecom)","2016_Q1",8.409509473
"TG","Togocel (Togo Telecom)","2016_Q2",8.615728184
"TG","Togocel (Togo Telecom)","2016_Q3",8.504572909
"TG","Togocel (Togo Telecom)","2016_Q4",8.230682999
"TG","Togocel (Togo Telecom)","2017_Q1",8.131377032
"TG","Togocel (Togo Telecom)","2017_Q2",8.571624494
"TG","Togocel (Togo Telecom)","2017_Q3",8.499354049
"TG","Togocel (Togo Telecom)","2017_Q4",8.978498292
"TN","Ooredoo (NMTC)","2015_Q1",2.59053935
"TN","Ooredoo (NMTC)","2015_Q2",5.160224986
"TN","Ooredoo (NMTC)","2015_Q3",5.114566285
"TN","Ooredoo (NMTC)","2015_Q4",4.986287709
"TN","Ooredoo (NMTC)","2016_Q1",4.936760103
"TN","Ooredoo (NMTC)","2016_Q2",4.834654806
"TN","Ooredoo (NMTC)","2016_Q3",9.083765948
"TN","Ooredoo (NMTC)","2016_Q4",1.765622448
"TN","Ooredoo (NMTC)","2017_Q1",1.75515577
"TN","Ooredoo (NMTC)","2017_Q2",4.081632653
"TN","Ooredoo (NMTC)","2017_Q3",4.132231405
"TN","Ooredoo (NMTC)","2017_Q4",4.037141704
"TN","Tunisie Telecom","2017_Q1",3.51031154
"TN","Tunisie Telecom","2017_Q2",3.265306122
"TN","Tunisie Telecom","2017_Q3",3.305785124
"TN","Tunisie Telecom","2017_Q4",3.229713363
"TN","Orange","2014_Q3",8.664510166
"TN","Orange","2014_Q4",8.214227041
"TN","Orange","2015_Q1",7.771618051
"TN","Orange","2015_Q2",7.740337479
"TN","Orange","2015_Q3",7.671849427
"TN","Orange","2015_Q4",7.479431563
"TN","Orange","2016_Q1",9.873520206
"TN","Orange","2016_Q2",4.834654806
"TN","Orange","2016_Q3",4.541882974
"TN","Orange","2016_Q4",4.41405612
"TN","Orange","2017_Q1",2.632733655
"TN","Orange","2017_Q2",2.448979592
"TN","Orange","2017_Q3",2.479338843
"TN","Orange","2017_Q4",2.422285022
"TN","Lycamobile","2016_Q4",2.20702806
"TN","Lycamobile","2017_Q1",2.193944713
"TN","Lycamobile","2017_Q2",2.040816327
"TN","Lycamobile","2017_Q3",2.066115702
"TN","Lycamobile","2017_Q4",2.018570852
"UG","Airtel","2014_Q2",17.55357742
"UG","Airtel","2014_Q3",17.37076153
"UG","Airtel","2014_Q4",16.71476805
"UG","Airtel","2015_Q1",15.73349556
"UG","Airtel","2015_Q2",11.56936828
"UG","Airtel","2015_Q3",10.07724931
"UG","Airtel","2015_Q4",10.16874303
"UG","Airtel","2016_Q1",10.37052401
"UG","Airtel","2016_Q2",10.56412423
"UG","Airtel","2016_Q3",10.47424383
"UG","Airtel","2016_Q4",10.02500523
"UG","Airtel","2017_Q1",9.846709244
"UG","Airtel","2017_Q2",9.861127155
"UG","Airtel","2017_Q3",4.210384492
"UG","Airtel","2017_Q4",4.167106528
"UG","MTN","2014_Q2",14.62798118
"UG","MTN","2014_Q3",14.47563461
"UG","MTN","2014_Q4",13.92897338
"UG","MTN","2015_Q1",13.1112463
"UG","MTN","2015_Q2",12.39575173
"UG","MTN","2015_Q3",10.07724931
"UG","MTN","2015_Q4",10.16874303
"UG","MTN","2016_Q1",10.37052401
"UG","MTN","2016_Q2",10.56412423
"UG","MTN","2016_Q3",10.47424383
"UG","MTN","2016_Q4",10.02500523
"UG","MTN","2017_Q1",9.846709244
"UG","MTN","2017_Q2",9.861127155
"UG","MTN","2017_Q3",8.420768985
"UG","MTN","2017_Q4",8.334213056
"UG","UT Mobile","2014_Q2",5.851192473
"UG","UT Mobile","2014_Q3",5.790253845
"UG","UT Mobile","2014_Q4",5.571589352
"UG","UT Mobile","2015_Q1",5.244498521
"UG","UT Mobile","2015_Q2",4.958300691
"UG","UT Mobile","2015_Q3",4.318821135
"UG","UT Mobile","2015_Q4",4.358032726
"UG","UT Mobile","2016_Q1",4.444510289
"UG","UT Mobile","2016_Q2",4.527481815
"UG","UT Mobile","2016_Q3",4.488961643
"UG","UT Mobile","2016_Q4",4.296430812
"UG","UT Mobile","2017_Q1",4.220018247
"UG","UT Mobile","2017_Q2",4.226197352
"UG","UT Mobile","2017_Q3",4.210384492
"UG","UT Mobile","2017_Q4",4.167106528
"UG","Africell ","2014_Q2",13.65278244
"UG","Africell ","2014_Q3",13.5105923
"UG","Africell ","2014_Q4",13.00037515
"UG","Africell ","2015_Q1",12.23716322
"UG","Africell ","2015_Q2",11.56936828
"UG","Africell ","2015_Q3",10.07724931
"UG","Africell ","2015_Q4",10.16874303
"UG","Africell ","2016_Q1",10.37052401
"UG","Africell ","2016_Q2",10.41320817
"UG","Africell ","2016_Q3",10.32461178
"UG","Africell ","2016_Q4",9.881790867
"UG","Africell ","2017_Q1",9.706041969
"UG","Africell ","2017_Q2",9.72025391
"UG","Africell ","2017_Q3",9.683884332
"UG","Africell ","2017_Q4",9.584345014
"UG","Smart","2015_Q2",3.965318339
"UG","Smart","2015_Q3",3.453905222
"UG","Smart","2015_Q4",3.485264039
"UG","Smart","2016_Q1",3.554423028
"UG","Smart","2016_Q2",3.620778123
"UG","Smart","2016_Q3",3.589972258
"UG","Smart","2016_Q4",3.435998934
"UG","Smart","2017_Q1",3.37488926
"UG","Smart","2017_Q2",2.817183155
"UG","Smart","2017_Q3",2.806642303
"UG","Smart","2017_Q4",2.777793212
"UG","Smile","2014_Q2",14.62798118
"UG","Smile","2014_Q3",14.47563461
"UG","Smile","2014_Q4",13.92897338
"UG","Smile","2015_Q1",13.1112463
"UG","Smile","2015_Q2",12.39575173
"UG","Smile","2015_Q3",10.65309213
"UG","Smile","2015_Q4",9.297136482
"UG","Smile","2016_Q1",9.48162195
"UG","Smile","2016_Q3",9.576451506
"UG","Smile","2016_Q4",9.165719065
"UG","Smile","2017_Q1",9.002705594
"UG","Smile","2017_Q2",9.015887685
"UG","Smile","2017_Q3",8.982153584
"UG","Smile","2017_Q4",8.88982726
"UG","Vodafone (Afrimax)","2015_Q3",11.45927208
"UG","Vodafone (Afrimax)","2015_Q4",5.810710301
"UG","Vodafone (Afrimax)","2016_Q1",5.926013719
"UG","Vodafone (Afrimax)","2016_Q2",6.036642419
"UG","Vodafone (Afrimax)","2016_Q3",5.985282191
"UG","Vodafone (Afrimax)","2016_Q4",10.02500523
"UG","Vodafone (Afrimax)","2017_Q1",9.846709244
"UG","Vodafone (Afrimax)","2017_Q2",9.861127155
"UG","Vodafone (Afrimax)","2017_Q3",9.824230482
"UG","Vodafone (Afrimax)","2017_Q4",9.723248565
"ZM","Airtel","2015_Q3",14.69374838
"ZM","Airtel","2015_Q4",11.20940901
"ZM","Airtel","2016_Q1",11.58211721
"ZM","Airtel","2016_Q2",12.81394157
"ZM","Airtel","2016_Q3",13.08996735
"ZM","Airtel","2016_Q4",13.24619376
"ZM","Airtel","2017_Q1",13.66906475
"ZM","Airtel","2017_Q2",14.58106638
"ZM","Airtel","2017_Q3",14.77398015
"ZM","Airtel","2017_Q4",25.24997475
"ZM","Zamtel","2015_Q3",13.58945667
"ZM","Zamtel","2015_Q4",10.36697881
"ZM","Zamtel","2016_Q1",10.711436
"ZM","Zamtel","2016_Q2",11.85065844
"ZM","Zamtel","2016_Q3",12.10593408
"ZM","Zamtel","2017_Q1",12.62487153
"ZM","Zamtel","2017_Q2",8.705114255
"ZM","Zamtel","2017_Q3",8.820286659
"ZM","Zamtel","2017_Q4",8.07999192
"ZM","MTN","2015_Q3",14.83503442
"ZM","MTN","2015_Q4",11.31719178
"ZM","MTN","2016_Q1",9.265693769
"ZM","MTN","2016_Q2",12.81394157
"ZM","MTN","2016_Q3",13.08996735
"ZM","MTN","2016_Q4",13.24619376
"ZM","MTN","2017_Q1",13.36073998
"ZM","MTN","2017_Q2",14.49945593
"ZM","MTN","2017_Q3",14.69128997
"ZM","MTN","2017_Q4",13.45823654
"ZM","Vodafone","2016_Q4",18.85035265
"ZM","Vodafone","2017_Q1",19.42754368
"ZM","Vodafone","2017_Q2",20.56909684
"ZM","Vodafone","2017_Q3",20.94818082
"ZM","Vodafone","2017_Q4",19.18998081
"ZW","Econet Wireless","2014_Q4",35
"ZW","Econet Wireless","2015_Q1",35
"ZW","Econet Wireless","2015_Q2",35
"ZW","Econet Wireless","2015_Q3",35
"ZW","Econet Wireless","2015_Q4",35
"ZW","Econet Wireless","2016_Q1",20
"ZW","Econet Wireless","2016_Q2",60
"ZW","Econet Wireless","2016_Q3",60
"ZW","Econet Wireless","2016_Q4",60
"ZW","Econet Wireless","2017_Q1",35
"ZW","Econet Wireless","2017_Q2",35
"ZW","Econet Wireless","2017_Q3",35
"ZW","Econet Wireless","2017_Q4",35
"ZW","NetOne","2015_Q1",30
"ZW","NetOne","2015_Q2",30
"ZW","NetOne","2015_Q3",30
"ZW","NetOne","2015_Q4",30
"ZW","NetOne","2016_Q1",30
"ZW","NetOne","2016_Q2",30
"ZW","NetOne","2016_Q3",30
"ZW","NetOne","2016_Q4",30
"ZW","NetOne","2017_Q1",30
"ZW","NetOne","2017_Q2",30
"ZW","NetOne","2017_Q3",20
"ZW","NetOne","2017_Q4",20
"ZW","Telecel (Global Telecom)","2014_Q4",30
"ZW","Telecel (Global Telecom)","2015_Q1",30
"ZW","Telecel (Global Telecom)","2015_Q2",30
"ZW","Telecel (Global Telecom)","2015_Q3",30
"ZW","Telecel (Global Telecom)","2015_Q4",30
"ZW","Telecel (Global Telecom)","2016_Q1",30
"ZW","Telecel (Global Telecom)","2016_Q2",30
"ZW","Telecel (Global Telecom)","2016_Q3",30
"ZW","Telecel (Global Telecom)","2016_Q4",40
"ZW","Telecel (Global Telecom)","2017_Q1",40
"ZW","Telecel (Global Telecom)","2017_Q2",40
"ZW","Telecel (Global Telecom)","2017_Q3",40
"ZW","Telecel (Global Telecom)","2017_Q4",40
