"cc3","cc","domain","rtt"
"ZAF","ZA","www.sportelizabeth.co.za",164
"ZAF","ZA","www.peoplespost.co.za",30
"TUN","TN","www.gnet.tn",28
"ZMB","ZM","www.talk90point5.co.zm",1
"ZAF","ZA","www.volksblad.com",20
"ZAF","ZA","www.hermanustimes.co.za",24
"ZAF","ZA","www.pmbfever.co.za",19
"ZAF","ZA","www.districtmail.com",38
"ZAF","ZA","www.weslander.co.za",41
"ZAF","ZA","www.ilanganews.co.za",23
"ZAF","ZA","www.sport24.co.za",3
"ZAF","ZA","www.702.co.za",44
"ZAF","ZA","www.beeld.com",22
"ZAF","ZA","www.sunshinecoastexpress.co.za",23
"ZAF","ZA","www.politicsweb.co.za",21
"ZAF","ZA","www.netwerk24.com",19
"TUN","TN","www.lapresse.tn",29
"ZAF","ZA","www.witness.co.za",30
"ZAF","ZA","www.ilanganews.co.za",94
"ZAF","ZA","www.sportelizabeth.co.za",9
"MAR","MA","www.leseco.ma",143
"ZAF","ZA","www.supersport.com",40
"ZAF","ZA","www.polity.org.za",33
"MWI","MW","www.manaonline.gov.mw",71
"ZAF","ZA","isoexpress.co.za",28
"ZAF","ZA","www.zoutnet.co.za",30
"ZAF","ZA","www.capetalk.co.za",25
"BDI","BI","www.netpress.bi",2
"ZAF","ZA","www.theannouncer.co.za",37
"ZAF","ZA","mthathaexpress.co.za",3
"ZAF","ZA","www.polity.org.za",21
"ZAF","ZA","www.eastlondonexpress.co.za",24
"ZAF","ZA","isoexpress.co.za",24
"ZAF","ZA","www.zoutnet.co.za",48
"ZAF","ZA","www.news24.com",23
"ZAF","ZA","www.capetalk.co.za",23
"ZAF","ZA","www.thebugle.co.za",22
"ZAF","ZA","www.gbn.co.za",3
"ZAF","ZA","www.potchefstroomherald.co.za",31
"ZAF","ZA","sedibengster.com",182
"ZAF","ZA","www.news24.com",16
"KEN","KE","www.kbc.co.ke",4
"BWA","BW","www.dailynews.gov.bw",22
"ZAF","ZA","www.kbn.co.za",3
"ZAF","ZA","www.carletonvilleherald.com",25
"ZAF","ZA","www.georgeherald.com",19
"ZAF","ZA","www.rapport.co.za",18
"LSO","LS","www.lena.gov.ls",68
"ZAF","ZA","www.edenexpress.co.za",32
"SYC","SC","www.sbc.sc",71
"ZAF","ZA","www.newspapers.co.za",24
"ZAF","ZA","www.cbn.co.za",13
"ZAF","ZA","www.greytown.co.za",27
"MAR","MA","bayanealyaoume.press.ma",149
"ZAF","ZA","www.edenexpress.co.za",30
"DZA","DZ","www.entv.dz",71
"ZAF","ZA","citizen.co.za",49
"ZAF","ZA","www.noseweek.co.za",37
"BWA","BW","www.sundaystandard.info",5
"ZAF","ZA","www.cbn.co.za",2
"MDG","MG","www.lagazette-dgi.com",2
"ZAF","ZA","www.tygerburger.co.za",1
"ZAF","ZA","www.greytown.co.za",13
"ZAF","ZA","citizen.co.za",37
"ZAF","ZA","www.observer.co.za",5
"ZAF","ZA","www.citypress.co.za",23
"ZAF","ZA","www.ud-news.co.za",19
"ZAF","ZA","www.grocotts.co.za",31
"ZAF","ZA","www.eikestadnuus.co.za",19
"MOZ","MZ","www.jornalnoticias.co.mz",4
"ZAF","ZA","www.observer.co.za",19
"ZAF","ZA","polokwaneexpress.co.za",23
"ZAF","ZA","www.kougaexpress.co.za",5
"ZAF","ZA","www.cxpress.co.za",19
"ZAF","ZA","www.ud-news.co.za",49
"ZAF","ZA","www.sake24.com",2
"ZAF","ZA","landbou.com",4
"ZAF","ZA","www.paarlpost.co.za",22
"ZAF","ZA","www.kwevoel.co.za",2
"TGO","TG","www.editogo.tg",1
"ZAF","ZA","www.southafrica.info",21
"MOZ","MZ","www.rm.co.mz",11
"ZAF","ZA","ewn.co.za",66
"ZAF","ZA","www.pe-express.co.za",32
"ZAF","ZA","www.kwevoel.co.za",21
"ZAF","ZA","www.dieburger.com",24
"TUN","TN","www.essahafa.info.tn",28
"ZAF","ZA","www.vaalweekblad.com",25
"ZAF","ZA","www.peoplespost.co.za",19
"ZAF","ZA","www.dieburger.com",41
"TUN","TN","www.essahafa.info.tn",28
"ZAF","ZA","www.sportelizabeth.co.za",17
"ZAF","ZA","www.peoplespost.co.za",49
"TUN","TN","www.gnet.tn",30
"ZMB","ZM","www.talk90point5.co.zm",7
"ZAF","ZA","www.volksblad.com",5
"ZAF","ZA","www.hermanustimes.co.za",31
"ZAF","ZA","www.pmbfever.co.za",23
"ZAF","ZA","www.districtmail.com",3
"MWI","MW","www.capitalradiomalawi.com",5
"DZA","DZ","www.carrefourdalgerie.com",243
"ZAF","ZA","www.weslander.co.za",11
"ZAF","ZA","www.ilanganews.co.za",3
"ZAF","ZA","www.sport24.co.za",19
"ZAF","ZA","www.702.co.za",215
"ZAF","ZA","www.beeld.com",2
"ZAF","ZA","www.sunshinecoastexpress.co.za",3
"ZAF","ZA","www.politicsweb.co.za",28
"ZAF","ZA","www.netwerk24.com",24
"ZAF","ZA","www.districtmail.com",44
"TUN","TN","www.lapresse.tn",28
"ZAF","ZA","www.witness.co.za",1
"ZAF","ZA","www.ilanganews.co.za",37
"ZAF","ZA","www.sport24.co.za",23
"ZAF","ZA","www.702.co.za",47
"ZAF","ZA","www.supersport.com",13
"ZAF","ZA","mthathaexpress.co.za",28
"ZAF","ZA","www.polity.org.za",23
"MWI","MW","www.manaonline.gov.mw",13
"ZAF","ZA","isoexpress.co.za",44
"ZAF","ZA","www.zoutnet.co.za",3
"ZAF","ZA","www.theannouncer.co.za",5
"ZAF","ZA","mthathaexpress.co.za",21
"ZAF","ZA","www.polity.org.za",11
"ZAF","ZA","www.eastlondonexpress.co.za",31
"ZAF","ZA","isoexpress.co.za",13
"ZAF","ZA","www.zoutnet.co.za",19
"ZAF","ZA","www.news24.com",26
"ZAF","ZA","www.capetalk.co.za",26
"ZAF","ZA","www.thebugle.co.za",44
"ZAF","ZA","www.gbn.co.za",22
"ZAF","ZA","www.potchefstroomherald.co.za",53
"ZAF","ZA","sedibengster.com",35
"ZAF","ZA","www.news24.com",22
"BWA","BW","www.dailynews.gov.bw",4
"ZAF","ZA","www.kbn.co.za",30
"ZAF","ZA","www.carletonvilleherald.com",4
"ZAF","ZA","www.georgeherald.com",19
"ZAF","ZA","www.rapport.co.za",25
"NAM","NA","www.nampa.org",176
"ZAF","ZA","www.newspapers.co.za",71
"ZAF","ZA","www.kbn.co.za",2
"ZAF","ZA","www.cbn.co.za",32
"ZAF","ZA","www.georgeherald.com",27
"MAR","MA","bayanealyaoume.press.ma",123
"ZAF","ZA","www.edenexpress.co.za",11
"ZAF","ZA","citizen.co.za",26
"ZAF","ZA","www.noseweek.co.za",32
"BWA","BW","www.sundaystandard.info",5
"ZAF","ZA","www.cbn.co.za",20
"MDG","MG","www.lagazette-dgi.com",1
"ZAF","ZA","www.greytown.co.za",1
"ZAF","ZA","citizen.co.za",22
"ZAF","ZA","www.observer.co.za",36
"ZAF","ZA","www.citypress.co.za",1
"ZAF","ZA","www.tygerburger.co.za",58
"ZAF","ZA","www.grocotts.co.za",13
"ZAF","ZA","www.eikestadnuus.co.za",23
"MOZ","MZ","www.jornalnoticias.co.mz",36
"ZAF","ZA","www.observer.co.za",28
"ZAF","ZA","polokwaneexpress.co.za",20
"ZAF","ZA","www.kougaexpress.co.za",33
"ZAF","ZA","www.cxpress.co.za",4
"ZAF","ZA","www.ud-news.co.za",29
"ZAF","ZA","www.sake24.com",32
"ZAF","ZA","landbou.com",1
"ZAF","ZA","www.paarlpost.co.za",28
"ZAF","ZA","www.kougaexpress.co.za",21
"TGO","TG","www.editogo.tg",494
"ZAF","ZA","www.southafrica.info",2
"MOZ","MZ","www.rm.co.mz",11
"CMR","CM","crtv.cm",145
"ZAF","ZA","ewn.co.za",65
"ZAF","ZA","www.pe-express.co.za",43
"ZAF","ZA","www.kwevoel.co.za",11
"TUN","TN","www.essahafa.info.tn",30
"ZAF","ZA","www.vaalweekblad.com",22
"ZAF","ZA","www.southafrica.info",2
"ZAF","ZA","ewn.co.za",46
"ZAF","ZA","www.pe-express.co.za",3
"ZAF","ZA","www.dieburger.com",20
"TUN","TN","www.essahafa.info.tn",14
"ZAF","ZA","www.peoplespost.co.za",19
"TUN","TN","www.gnet.tn",14
"ZMB","ZM","www.talk90point5.co.zm",7
"ZAF","ZA","www.volksblad.com",28
"ZAF","ZA","www.hermanustimes.co.za",43
"GMB","GM","www.grts.gm",3
"ZAF","ZA","www.pmbfever.co.za",1
"MWI","MW","www.capitalradiomalawi.com",53
"ZAF","ZA","www.weslander.co.za",23
"ZAF","ZA","www.hermanustimes.co.za",44
"ZAF","ZA","www.sport24.co.za",34
"ZAF","ZA","www.702.co.za",43
"ZAF","ZA","www.beeld.com",19
"ZAF","ZA","www.sunshinecoastexpress.co.za",30
"ZAF","ZA","www.politicsweb.co.za",46
"ZAF","ZA","www.netwerk24.com",1
"ZAF","ZA","www.districtmail.com",19
"TUN","TN","www.lapresse.tn",28
"ZAF","ZA","www.witness.co.za",11
"ZAF","ZA","www.ilanganews.co.za",3
"ZAF","ZA","www.sport24.co.za",18
"ZAF","ZA","www.702.co.za",48
"ZAF","ZA","www.supersport.com",2
"ZAF","ZA","mthathaexpress.co.za",43
"ZAF","ZA","www.politicsweb.co.za",22
"MWI","MW","www.manaonline.gov.mw",14
"TUN","TN","www.lapresse.tn",30
"ZAF","ZA","isoexpress.co.za",1
"ZAF","ZA","www.zoutnet.co.za",36
"SWZ","SZ","www.times.co.sz",51
"ZAF","ZA","www.theannouncer.co.za",20
"ZAF","ZA","mthathaexpress.co.za",30
"ZAF","ZA","www.polity.org.za",1
"ZAF","ZA","www.eastlondonexpress.co.za",42
"ZAF","ZA","isoexpress.co.za",3
"ZAF","ZA","www.zoutnet.co.za",20
"ZAF","ZA","www.news24.com",20
"ZAF","ZA","www.jbaynews.com",1
"ZAF","ZA","www.capetalk.co.za",41
"ZAF","ZA","www.thebugle.co.za",28
"ZAF","ZA","www.gbn.co.za",48
"ZAF","ZA","www.potchefstroomherald.co.za",26
"ZAF","ZA","sedibengster.com",42
"ZAF","ZA","www.news24.com",5
"ZAF","ZA","www.kbn.co.za",22
"ZAF","ZA","www.carletonvilleherald.com",20
"ZAF","ZA","www.thebugle.co.za",2
"ZAF","ZA","www.gbn.co.za",36
"ZAF","ZA","www.rapport.co.za",5
"NAM","NA","www.nampa.org",3
"ZAF","ZA","www.newspapers.co.za",20
"ZAF","ZA","www.kbn.co.za",27
"ZAF","ZA","www.carletonvilleherald.com",43
"ZAF","ZA","www.georgeherald.com",5
"ZAF","ZA","www.rapport.co.za",31
"MAR","MA","bayanealyaoume.press.ma",152
"ZAF","ZA","www.edenexpress.co.za",24
"ZAF","ZA","www.noseweek.co.za",3
"BWA","BW","www.radiobotswana.gov.bw",9
"ZAF","ZA","www.cbn.co.za",2
"MDG","MG","www.lagazette-dgi.com",1
"ZAF","ZA","www.greytown.co.za",19
"ZAF","ZA","citizen.co.za",20
"ZAF","ZA","www.noseweek.co.za",23
"ZAF","ZA","www.citypress.co.za",30
"ZAF","ZA","www.tygerburger.co.za",103
"ZAF","ZA","www.grocotts.co.za",26
"ZAF","ZA","www.eikestadnuus.co.za",19
"MOZ","MZ","www.jornalnoticias.co.mz",36
"ZMB","ZM","www.daily-mail.co.zm",1
"ZAF","ZA","www.observer.co.za",1
"ZAF","ZA","polokwaneexpress.co.za",25
"ZAF","ZA","www.kougaexpress.co.za",43
"ZAF","ZA","www.cxpress.co.za",21
"ZAF","ZA","www.ud-news.co.za",23
"ZAF","ZA","www.sake24.com",30
"ZAF","ZA","www.eikestadnuus.co.za",22
"ZAF","ZA","landbou.com",49
"ZAF","ZA","www.paarlpost.co.za",20
"ZAF","ZA","polokwaneexpress.co.za",1
"ZAF","ZA","www.kougaexpress.co.za",6
"ZAF","ZA","www.cxpress.co.za",39
"TGO","TG","www.editogo.tg",24
"ZAF","ZA","www.sake24.com",4
"MOZ","MZ","www.rm.co.mz",39
"CMR","CM","crtv.cm",9
"ZAF","ZA","ewn.co.za",45
"ZAF","ZA","www.pe-express.co.za",20
"ZAF","ZA","www.kwevoel.co.za",14
"TUN","TN","www.essahafa.info.tn",40
"ZAF","ZA","www.vaalweekblad.com",25
"ZAF","ZA","www.southafrica.info",220
"MOZ","MZ","www.rm.co.mz",46
"ZAF","ZA","ewn.co.za",58
"ZAF","ZA","www.pe-express.co.za",24
"ZAF","ZA","www.dieburger.com",42
"TUN","TN","www.essahafa.info.tn",1
"ZAF","ZA","www.sportelizabeth.co.za",44
"TUN","TN","www.gnet.tn",97
"ZAF","ZA","www.volksblad.com",19
"ZAF","ZA","www.hermanustimes.co.za",22
"GMB","GM","www.grts.gm",2
"ZAF","ZA","www.pmbfever.co.za",38
"MWI","MW","www.capitalradiomalawi.com",86
"ZAF","ZA","www.weslander.co.za",3
"ZAF","ZA","www.hermanustimes.co.za",19
"ZAF","ZA","www.sport24.co.za",42
"ZAF","ZA","www.beeld.com",58
"ZAF","ZA","www.sunshinecoastexpress.co.za",44
"ZAF","ZA","www.politicsweb.co.za",23
"ZAF","ZA","www.netwerk24.com",18
"ZAF","ZA","www.districtmail.com",19
"TUN","TN","www.lapresse.tn",1
"ZAF","ZA","www.weslander.co.za",50
"ZAF","ZA","www.ilanganews.co.za",17
"ZAF","ZA","www.sport24.co.za",23
"ZAF","ZA","www.702.co.za",35
"ZAF","ZA","www.beeld.com",58
"ZAF","ZA","www.supersport.com",22
"ZAF","ZA","www.politicsweb.co.za",21
"TUN","TN","www.lapresse.tn",16
"ZAF","ZA","www.witness.co.za",10
"SWZ","SZ","www.observer.org.sz",51
"ZAF","ZA","www.theannouncer.co.za",26
"ZAF","ZA","mthathaexpress.co.za",3
"ZAF","ZA","www.polity.org.za",24
"ZAF","ZA","www.eastlondonexpress.co.za",20
"ZAF","ZA","isoexpress.co.za",1
"ZAF","ZA","www.zoutnet.co.za",20
"ZAF","ZA","www.jbaynews.com",42
"ZAF","ZA","www.capetalk.co.za",37
"ZAF","ZA","www.theannouncer.co.za",3
"ZAF","ZA","www.gbn.co.za",23
"ZAF","ZA","www.potchefstroomherald.co.za",42
"ZAF","ZA","sedibengster.com",19
"ZAF","ZA","www.news24.com",18
"KEN","KE","www.kbc.co.ke",19
"ZAF","ZA","www.jbaynews.com",59
"ZAF","ZA","www.carletonvilleherald.com",34
"ZAF","ZA","www.thebugle.co.za",22
"ZAF","ZA","www.gbn.co.za",17
"ZAF","ZA","www.rapport.co.za",1
"ZAF","ZA","sedibengster.com",17
"NAM","NA","www.namibtimes.net",1
"ZAF","ZA","www.newspapers.co.za",41
"BWA","BW","www.echo.co.bw",9
"ZAF","ZA","www.kbn.co.za",9
"ZAF","ZA","www.carletonvilleherald.com",17
"ZAF","ZA","www.georgeherald.com",21
"ZAF","ZA","www.rapport.co.za",1
"MAR","MA","albayane.press.ma",123
"ZAF","ZA","www.edenexpress.co.za",33
"DZA","DZ","www.elwassat.com",42
"ZAF","ZA","www.noseweek.co.za",46
"BWA","BW","www.radiobotswana.gov.bw",14
"ZAF","ZA","www.cbn.co.za",3
"ZAF","ZA","www.greytown.co.za",6
"ZAF","ZA","citizen.co.za",21
"ZAF","ZA","www.noseweek.co.za",2
"ZAF","ZA","www.citypress.co.za",18
"ZAF","ZA","www.tygerburger.co.za",1
"ZAF","ZA","www.grocotts.co.za",25
"ZAF","ZA","www.eikestadnuus.co.za",18
"MOZ","MZ","www.jornalnoticias.co.mz",2
"ZMB","ZM","www.daily-mail.co.zm",2
"ZAF","ZA","www.observer.co.za",36
"ZAF","ZA","polokwaneexpress.co.za",3
"ZAF","ZA","www.cxpress.co.za",69
"ZAF","ZA","www.ud-news.co.za",18
"ZAF","ZA","www.grocotts.co.za",87
"ZAF","ZA","www.sake24.com",22
"ZAF","ZA","www.eikestadnuus.co.za",42
"MOZ","MZ","www.jornalnoticias.co.mz",3
"ZAF","ZA","landbou.com",25
"ZAF","ZA","www.paarlpost.co.za",3
"ZAF","ZA","polokwaneexpress.co.za",29
"ZAF","ZA","www.kougaexpress.co.za",38
"ZAF","ZA","www.cxpress.co.za",24
"TGO","TG","www.editogo.tg",1
"ZAF","ZA","www.sake24.com",24
"CMR","CM","crtv.cm",145
"ZAF","ZA","www.paarlpost.co.za",2
"ZAF","ZA","www.kwevoel.co.za",3
"ZAF","ZA","www.vaalweekblad.com",28
"ZAF","ZA","www.southafrica.info",17
"MOZ","MZ","www.rm.co.mz",402
"ZAF","ZA","ewn.co.za",32
"ZAF","ZA","www.pe-express.co.za",31
"ZAF","ZA","www.dieburger.com",17
"TUN","TN","www.essahafa.info.tn",96
"ZAF","ZA","www.sportelizabeth.co.za",5
"ZAF","ZA","www.peoplespost.co.za",23
"TUN","TN","www.gnet.tn",99
"ZAF","ZA","www.pmbfever.co.za",42
"TUN","TN","www.gnet.tn",15
"ZAF","ZA","www.volksblad.com",24
"ZAF","ZA","www.hermanustimes.co.za",20
"ZAF","ZA","www.beeld.com",1
"ZAF","ZA","www.sunshinecoastexpress.co.za",22
"ZAF","ZA","www.pmbfever.co.za",11
"ZAF","ZA","www.netwerk24.com",22
"ZAF","ZA","www.districtmail.com",41
"TUN","TN","www.lapresse.tn",16
"ZAF","ZA","www.weslander.co.za",13
"ZAF","ZA","www.ilanganews.co.za",24
"ZAF","ZA","www.sport24.co.za",19
"ZAF","ZA","www.702.co.za",48
"ZAF","ZA","www.beeld.com",25
"ZAF","ZA","www.supersport.com",19
"ZAF","ZA","www.politicsweb.co.za",28
"ZAF","ZA","www.netwerk24.com",24
"TUN","TN","www.lapresse.tn",1
"ZAF","ZA","www.witness.co.za",20
"ZAF","ZA","www.sportelizabeth.co.za",47
"ZAF","ZA","www.supersport.com",13
"ZAF","ZA","mthathaexpress.co.za",24
"ZAF","ZA","www.polity.org.za",4
"GHA","GH","www.ghana.gov.gh",205
"ZAF","ZA","www.eastlondonexpress.co.za",19
"ZAF","ZA","isoexpress.co.za",4
"ZAF","ZA","www.zoutnet.co.za",20
"ZAF","ZA","www.jbaynews.com",23
"ZAF","ZA","www.capetalk.co.za",26
"ZAF","ZA","www.theannouncer.co.za",13
"ZAF","ZA","www.potchefstroomherald.co.za",52
"ZAF","ZA","sedibengster.com",34
"ZAF","ZA","www.eastlondonexpress.co.za",32
"ZAF","ZA","www.news24.com",13
"KEN","KE","www.kbc.co.ke",10
"ZAF","ZA","www.jbaynews.com",4
"ZAF","ZA","www.carletonvilleherald.com",19
"ZAF","ZA","www.thebugle.co.za",48
"ZAF","ZA","www.gbn.co.za",54
"ZAF","ZA","www.potchefstroomherald.co.za",3
"ZAF","ZA","sedibengster.com",1
"RWA","RW","www.rba.co.rw",7
"NAM","NA","www.namibtimes.net",1
"ZAF","ZA","www.newspapers.co.za",14
"BWA","BW","www.echo.co.bw",7
"ZAF","ZA","www.kbn.co.za",54
"ZAF","ZA","www.carletonvilleherald.com",5
"ZAF","ZA","www.georgeherald.com",20
"ZAF","ZA","www.rapport.co.za",11
"MAR","MA","albayane.press.ma",156
"ZAF","ZA","www.edenexpress.co.za",19
"DZA","DZ","www.elwassat.com",68
"ZAF","ZA","www.noseweek.co.za",32
"ZAF","ZA","www.cbn.co.za",3
"ZAF","ZA","www.greytown.co.za",34
"ZAF","ZA","citizen.co.za",20
"ZAF","ZA","www.noseweek.co.za",21
"ZAF","ZA","www.citypress.co.za",44
"ZAF","ZA","www.tygerburger.co.za",24
"ZAF","ZA","www.grocotts.co.za",37
"ZMB","ZM","www.daily-mail.co.zm",7
"ZAF","ZA","www.observer.co.za",19
"ZAF","ZA","www.cxpress.co.za",13
"ZAF","ZA","www.ud-news.co.za",18
"ZAF","ZA","www.grocotts.co.za",22
"ZAF","ZA","www.eikestadnuus.co.za",30
"MOZ","MZ","www.jornalnoticias.co.mz",1
"ZAF","ZA","landbou.com",19
"ZAF","ZA","www.paarlpost.co.za",19
"ZAF","ZA","polokwaneexpress.co.za",5
"ZAF","ZA","www.cxpress.co.za",20
"TGO","TG","www.editogo.tg",24
"ZAF","ZA","www.sake24.com",5
"CMR","CM","crtv.cm",334
"ZAF","ZA","landbou.com",32
"ZAF","ZA","www.paarlpost.co.za",14
"ZAF","ZA","www.kwevoel.co.za",5
"TGO","TG","www.editogo.tg",32
"ZAF","ZA","www.vaalweekblad.com",21
"ZAF","ZA","www.southafrica.info",20
"MOZ","MZ","www.rm.co.mz",410
"AGO","AO","www.portalangop.co.ao",357
"ZAF","ZA","ewn.co.za",39
"ZAF","ZA","www.pe-express.co.za",3
"ZAF","ZA","www.dieburger.com",2
"TUN","TN","www.essahafa.info.tn",25
"ZAF","ZA","www.sportelizabeth.co.za",14
"ZAF","ZA","www.peoplespost.co.za",27
"ZAF","ZA","www.peoplespost.co.za",78
"TUN","TN","www.gnet.tn",30
"ZAF","ZA","www.volksblad.com",3
"ZAF","ZA","www.hermanustimes.co.za",3
"MOZ","MZ","www.tvm.co.mz",35
"ZAF","ZA","www.pmbfever.co.za",2
"ZAF","ZA","www.netwerk24.com",31
"ZAF","ZA","www.districtmail.com",20
"ZAF","ZA","www.weslander.co.za",2
"ZAF","ZA","www.ilanganews.co.za",67
"ZAF","ZA","www.sport24.co.za",5
"ZAF","ZA","www.702.co.za",24
"ZAF","ZA","www.beeld.com",1
"ZAF","ZA","www.sunshinecoastexpress.co.za",19
"ZAF","ZA","www.politicsweb.co.za",25
"ZAF","ZA","www.netwerk24.com",43
"TUN","TN","www.lapresse.tn",28
"ZAF","ZA","www.witness.co.za",21
"ZAF","ZA","www.sportelizabeth.co.za",45
"MAR","MA","www.leseco.ma",162
"ZAF","ZA","www.supersport.com",23
"ZAF","ZA","mthathaexpress.co.za",41
"ZAF","ZA","www.polity.org.za",51
"GHA","GH","www.ghana.gov.gh",197
"ZAF","ZA","www.eastlondonexpress.co.za",19
"ZAF","ZA","isoexpress.co.za",3
"ZAF","ZA","www.zoutnet.co.za",36
"ZAF","ZA","www.capetalk.co.za",46
"ZAF","ZA","www.theannouncer.co.za",20
"ZAF","ZA","www.polity.org.za",3
"ZAF","ZA","www.eastlondonexpress.co.za",3
"ZAF","ZA","www.news24.com",18
"ZAF","ZA","www.jbaynews.com",38
"ZAF","ZA","www.capetalk.co.za",115
"ZAF","ZA","www.thebugle.co.za",31
"ZAF","ZA","www.gbn.co.za",18
"ZAF","ZA","www.potchefstroomherald.co.za",29
"ZAF","ZA","sedibengster.com",27
"ZAF","ZA","www.newspapers.co.za",32
"BWA","BW","www.echo.co.bw",8
"ZAF","ZA","www.kbn.co.za",22
"ZAF","ZA","www.carletonvilleherald.com",21
"ZAF","ZA","www.georgeherald.com",29
"ZAF","ZA","www.rapport.co.za",24
"MAR","MA","albayane.press.ma",156
"ZAF","ZA","www.edenexpress.co.za",20
"ZAF","ZA","www.newspapers.co.za",22
"ZAF","ZA","www.cbn.co.za",42
"ZAF","ZA","www.greytown.co.za",21
"DZA","DZ","www.entv.dz",39
"ZAF","ZA","citizen.co.za",4
"ZAF","ZA","www.noseweek.co.za",27
"ZAF","ZA","www.citypress.co.za",2
"ZAF","ZA","www.tygerburger.co.za",10
"ZAF","ZA","www.greytown.co.za",22
"ZAF","ZA","www.observer.co.za",1
"ZAF","ZA","www.citypress.co.za",23
"ZAF","ZA","www.ud-news.co.za",22
"ZAF","ZA","www.grocotts.co.za",20
"ZAF","ZA","www.eikestadnuus.co.za",41
"MOZ","MZ","www.jornalnoticias.co.mz",4
"ZAF","ZA","landbou.com",4
"ZAF","ZA","www.paarlpost.co.za",2
"ZAF","ZA","polokwaneexpress.co.za",1
"ETH","ET","www.ena.gov.et",3
"ZAF","ZA","www.cxpress.co.za",5
"ZAF","ZA","www.sake24.com",3
"CMR","CM","crtv.cm",130
"ZAF","ZA","landbou.com",24
"ZAF","ZA","www.paarlpost.co.za",24
"ZAF","ZA","www.kwevoel.co.za",16
"TGO","TG","www.editogo.tg",2
"ZAF","ZA","www.vaalweekblad.com",35
"ZAF","ZA","www.southafrica.info",22
"MOZ","MZ","www.rm.co.mz",138
"AGO","AO","www.portalangop.co.ao",4
"ZAF","ZA","ewn.co.za",60
"ZAF","ZA","www.pe-express.co.za",49
"ZAF","ZA","www.kwevoel.co.za",4
"ZAF","ZA","www.dieburger.com",54
"TUN","TN","www.essahafa.info.tn",15
"ZAF","ZA","www.vaalweekblad.com",41
"ZAF","ZA","www.peoplespost.co.za",1
"ZAF","ZA","www.dieburger.com",3
"TUN","TN","www.gnet.tn",27
"ZAF","ZA","www.sportelizabeth.co.za",20
"ZAF","ZA","www.peoplespost.co.za",23
"TUN","TN","www.gnet.tn",26
"ZAF","ZA","www.volksblad.com",3
"ZAF","ZA","www.hermanustimes.co.za",20
"ZAF","ZA","www.pmbfever.co.za",30
"ZAF","ZA","www.netwerk24.com",20
"ZAF","ZA","www.districtmail.com",28
"ZAF","ZA","www.weslander.co.za",1
"ZAF","ZA","www.ilanganews.co.za",34
"ZAF","ZA","www.sport24.co.za",1
"ZAF","ZA","www.702.co.za",32
"ZAF","ZA","www.beeld.com",5
"ZAF","ZA","www.sunshinecoastexpress.co.za",48
"ZAF","ZA","www.politicsweb.co.za",22
"ZAF","ZA","www.netwerk24.com",4
"TUN","TN","www.lapresse.tn",25
"ZAF","ZA","www.witness.co.za",5
"ZAF","ZA","www.sportelizabeth.co.za",34
"MAR","MA","www.leseco.ma",159
"ZAF","ZA","www.supersport.com",2
"ZAF","ZA","www.polity.org.za",20
"MWI","MW","www.manaonline.gov.mw",121
"ZAF","ZA","isoexpress.co.za",42
"ZAF","ZA","www.zoutnet.co.za",53
"ZAF","ZA","www.capetalk.co.za",41
"BDI","BI","www.netpress.bi",1
"ZAF","ZA","www.theannouncer.co.za",47
"ZAF","ZA","www.polity.org.za",24
"ZAF","ZA","www.eastlondonexpress.co.za",28
"ZAF","ZA","www.news24.com",24
"ZAF","ZA","www.capetalk.co.za",39
"ZAF","ZA","www.thebugle.co.za",3
"ZAF","ZA","www.gbn.co.za",3
"ZAF","ZA","www.potchefstroomherald.co.za",28
"ZAF","ZA","sedibengster.com",19
"ZAF","ZA","www.newspapers.co.za",18
"KEN","KE","www.kbc.co.ke",3
"BWA","BW","www.dailynews.gov.bw",31
"ZAF","ZA","www.kbn.co.za",20
"ZAF","ZA","www.carletonvilleherald.com",34
"ZAF","ZA","www.georgeherald.com",5
"ZAF","ZA","www.rapport.co.za",22
"MAR","MA","albayane.press.ma",123
"ZAF","ZA","www.edenexpress.co.za",43
"SYC","SC","www.sbc.sc",5
"ZAF","ZA","www.newspapers.co.za",2
"ZAF","ZA","www.cbn.co.za",24
"ZAF","ZA","www.greytown.co.za",13
"MAR","MA","bayanealyaoume.press.ma",155
"ZAF","ZA","www.edenexpress.co.za",23
"DZA","DZ","www.entv.dz",71
"ZAF","ZA","citizen.co.za",27
"ZAF","ZA","www.noseweek.co.za",2
"BWA","BW","www.sundaystandard.info",4
"ZAF","ZA","www.citypress.co.za",19
"MDG","MG","www.lagazette-dgi.com",2
"ZAF","ZA","www.tygerburger.co.za",42
"ZAF","ZA","www.greytown.co.za",4
"ZAF","ZA","citizen.co.za",53
"ZAF","ZA","www.observer.co.za",19
"ZAF","ZA","www.citypress.co.za",2
"ZAF","ZA","www.ud-news.co.za",18
"ZAF","ZA","www.grocotts.co.za",31
"ZAF","ZA","www.eikestadnuus.co.za",18
"MOZ","MZ","www.jornalnoticias.co.mz",39
"ZAF","ZA","landbou.com",19
"ZAF","ZA","www.observer.co.za",2
"ZAF","ZA","polokwaneexpress.co.za",34
"ZAF","ZA","www.kougaexpress.co.za",11
"ETH","ET","www.ena.gov.et",2
"ZAF","ZA","www.cxpress.co.za",18
"ZAF","ZA","www.sake24.com",19
"ZAF","ZA","landbou.com",24
"ZAF","ZA","www.paarlpost.co.za",23
